,2015_Attock_bombing,2015_Bangkok_bombing,2015_Chattanooga_shootings,Metrojet_Flight_9268,November_2015_Kidal_attack,2015_Spanish_Embassy_attack_in_Kabul,Umpqua_Community_College_shooting,June_2016_Tel_Aviv_shooting,July_2016_Qamishli_bombings,2016_shooting_of_Almaty_police_officers,American_University_of_Afghanistan_attack,Botroseya_Church_bombing,August_2016_Gaziantep_bombing,July_2016_Kabul_bombing,September_2016_Kabul_attacks,Kunduz-Takhar_highway_hostage_crisis,2016_Nampala_attack,Orlando_nightclub_shooting,Sagamihara_stabbings,2016_Thane_stabbing,%C5%BDiti%C5%A1te_shooting,Al-Faqma_ice_cream_parlor_bombing,2017_Amarnath_Yatra_attack,2017_Jerusalem_truck_attack,2017_Las_Vegas_shooting,Manchester_Arena_bombing,2017_Nasiriyah_attacks,2017_Peshawar_Agriculture_Directorate_attack,2017_Plano_shooting,Quebec_City_mosque_shooting,2017_Quetta_church_attack,2017_Sinai_mosque_attack,Sutherland_Springs_church_shooting,2017_Tehran_attacks,Ahvaz_military_parade_attack,Campinas_Cathedral_shooting,Carcassonne_and_Tr%C3%A8bes_attack,"2018_attack_on_the_High_National_Elections_Commission_in_Tripoli,_Libya",September_2018_Kabul_attacks,Kerch_Polytechnic_College_massacre,2018_Minya_bus_attack,2018_M%C3%BCnster_attack,Osmington_shooting,2018_Ouagadougou_attacks,2018_Strasbourg_attack,2018_Sunjuwan_attack,Thousand_Oaks_shooting,Toronto_van_attack,2019_Altamira_prison_riot,"Aurora,_Illinois_shooting",2019_Cairo_bombing,Coatzacoalcos_nightclub_fire,2019_Dayton_shooting,2019_Jolo_Cathedral_bombings,17_August_2019_Kabul_bombing,28_July_2019_Kabul_suicide_bombing,December_2019_Mogadishu_bombing,Paris_police_headquarters_stabbing,2019_Qalat_bombing,2019_Sri_Lanka_Easter_bombings,Suzano_school_shooting,2019_Tripoli_shooting,Zaoyang_car_attack,2020_Afgooye_bombing,Hanau_shootings,Kabul_gurdwara_attack,Pakistan_Stock_Exchange_attack
142,10.0,339,1852,1382,10,15.0,372,27,23,7,16.0,49.0,47,46,22.0,25.0,9.0,55,80,29,6,19,59.0,39.0,18383.0,545,56,16,42.0,523.0,18,144.0,3441,81,54.0,3,60,20,17.0,135,34,25.0,35.0,16.0,63.0,38.0,557.0,611.0,16.0,73.0,16.0,8.0,511,77,55.0,6.0,26,36,7.0,1341,65.0,12.0,7,6.0,150.0,27,29
143,16.0,337,1423,2597,5,25.0,514,65,31,7,16.0,20.0,54,47,24.0,23.0,4.0,82,100,23,2,21,58.0,42.0,20434.0,678,10,10,38.0,298.0,19,134.0,3059,81,38.0,3,87,17,16.0,172,38,22.0,52.0,24.0,85.0,26.0,600.0,532.0,24.0,82.0,13.0,13.0,433,93,44.0,5.0,36,44,4.0,1503,153.0,17.0,9,13.0,139.0,37,31
144,13.0,320,5952,2745,9,23.0,1138,32,19,15,19.0,33.0,43,38,22.0,21.0,8.0,79,71,16,3,30,63.0,34.0,21627.0,574,15,14,38.0,253.0,10,105.0,2543,118,106.0,3,106,20,24.0,149,37,9.0,35.0,38.0,68.0,21.0,1070.0,884.0,15.0,96.0,30.0,4.0,545,98,35.0,9.0,33,29,3.0,1364,688.0,6.0,6,5.0,144.0,39,18
145,14.0,315,1755,1729,5,19.0,1516,46,30,2,18.0,42.0,29,47,22.0,30.0,11.0,104,92,23,2,14,59.0,25.0,18589.0,802,13,31,37.0,214.0,24,91.0,2078,114,123.0,6,78,24,16.0,165,30,20.0,46.0,30.0,70.0,42.0,898.0,511.0,10.0,93.0,17.0,14.0,563,62,45.0,11.0,17,33,9.0,1142,518.0,16.0,7,6.0,158.0,31,25
146,6.0,303,1232,1453,6,19.0,1360,31,40,16,23.0,32.0,38,48,23.0,21.0,17.0,80,166,39,6,24,77.0,65.0,13507.0,1118,16,14,39.0,175.0,15,93.0,1536,127,103.0,6,81,17,15.0,197,32,18.0,34.0,29.0,61.0,19.0,694.0,565.0,31.0,67.0,21.0,12.0,560,87,44.0,3.0,26,78,3.0,1067,295.0,18.0,3,8.0,151.0,42,27
147,14.0,350,1387,1017,5,16.0,917,26,30,15,22.0,25.0,45,33,11.0,24.0,17.0,90,135,16,4,26,74.0,233.0,12120.0,1242,14,12,32.0,181.0,25,73.0,1539,142,130.0,5,61,16,19.0,435,26,16.0,33.0,15.0,90.0,17.0,738.0,598.0,21.0,67.0,20.0,10.0,717,60,45.0,8.0,19,41,8.0,1157,192.0,13.0,9,10.0,131.0,32,33
148,13.0,469,1313,1031,4,12.0,771,29,27,6,21.0,37.0,20,40,16.0,20.0,8.0,78,94,50,3,19,180.0,199.0,12011.0,1392,13,14,44.0,236.0,21,91.0,1634,135,276.0,6,59,20,24.0,503,22,29.0,34.0,13.0,86.0,18.0,627.0,456.0,14.0,73.0,21.0,6.0,954,99,36.0,2.0,14,55,5.0,1229,143.0,13.0,5,12.0,135.0,39,18
149,13.0,375,819,1018,5,15.0,539,32,25,8,15.0,38.0,36,50,17.0,18.0,13.0,115,81,114,6,14,106.0,136.0,11311.0,1372,15,14,44.0,176.0,14,212.0,3188,133,203.0,3,65,15,20.0,632,27,14.0,53.0,21.0,49.0,22.0,589.0,536.0,16.0,78.0,14.0,7.0,765,85,39.0,6.0,20,54,5.0,1332,111.0,15.0,5,9.0,137.0,33,21
150,6.0,1071,792,4297,6,27.0,466,24,22,11,15.0,33.0,38,70,24.0,24.0,11.0,85,74,45,10,18,71.0,119.0,11145.0,1258,10,11,37.0,150.0,18,370.0,6488,138,106.0,8,95,19,16.0,863,36,17.0,47.0,18.0,66.0,30.0,560.0,611.0,14.0,99.0,20.0,7.0,550,84,37.0,13.0,23,25,6.0,1380,97.0,12.0,4,8.0,142.0,31,34
151,8.0,539,973,1814,2,34.0,582,45,28,11,16.0,29.0,36,46,16.0,25.0,16.0,66,80,29,12,18,82.0,85.0,11884.0,1146,19,11,50.0,151.0,25,305.0,4843,192,79.0,8,88,16,16.0,389,24,26.0,33.0,15.0,51.0,31.0,666.0,639.0,14.0,88.0,17.0,8.0,605,77,39.0,3.0,14,26,4.0,1251,89.0,4.0,10,3.0,144.0,36,17
152,13.0,407,850,992,0,16.0,551,34,22,11,22.0,25.0,19,60,14.0,20.0,20.0,78,67,18,7,17,73.0,50.0,9136.0,1152,21,10,28.0,220.0,29,300.0,2723,227,55.0,3,72,17,15.0,339,32,21.0,37.0,35.0,56.0,31.0,659.0,384.0,16.0,63.0,16.0,5.0,541,132,42.0,8.0,18,33,1.0,1217,92.0,8.0,11,8.0,134.0,35,20
153,10.0,380,2873,773,7,13.0,476,28,25,9,16.0,23.0,22,47,17.0,18.0,17.0,80,81,22,12,18,51.0,37.0,8340.0,1179,24,16,35.0,167.0,15,164.0,1811,179,45.0,7,116,12,18.0,352,25,15.0,45.0,26.0,68.0,45.0,639.0,464.0,11.0,102.0,13.0,9.0,419,134,24.0,7.0,21,19,13.0,1149,67.0,14.0,9,15.0,172.0,39,14
154,16.0,394,4352,646,2,14.0,495,21,22,12,15.0,24.0,10,27,28.0,20.0,24.0,76,145,15,8,13,79.0,35.0,7707.0,1877,19,19,46.0,179.0,13,153.0,1599,169,60.0,4,75,18,18.0,280,26,10.0,44.0,37.0,133.0,29.0,546.0,723.0,45.0,98.0,18.0,5.0,431,139,31.0,5.0,16,21,2.0,1258,69.0,14.0,2,4.0,188.0,29,37
155,17.0,351,1159,656,5,17.0,521,14,26,13,19.0,52.0,22,41,36.0,15.0,9.0,72,120,20,4,25,70.0,53.0,7896.0,1413,16,14,36.0,236.0,16,103.0,1619,207,54.0,4,68,15,14.0,255,20,19.0,41.0,22.0,76.0,22.0,587.0,687.0,12.0,76.0,25.0,11.0,557,188,28.0,12.0,18,24,5.0,1258,64.0,24.0,9,9.0,233.0,52,26
156,8.0,304,753,727,2,19.0,353,26,13,9,19.0,26.0,19,30,31.0,27.0,19.0,66,101,21,4,18,145.0,56.0,7025.0,1218,18,10,33.0,165.0,21,90.0,1406,234,44.0,2,74,13,15.0,233,20,18.0,57.0,21.0,71.0,39.0,565.0,548.0,29.0,67.0,17.0,7.0,528,218,36.0,11.0,31,16,4.0,1151,90.0,3.0,4,13.0,176.0,46,29
157,33.0,299,654,775,3,18.0,386,22,15,11,19.0,37.0,23,24,27.0,20.0,21.0,77,82,21,4,18,122.0,42.0,6928.0,1202,12,16,110.0,176.0,11,91.0,1394,203,47.0,3,88,9,14.0,195,25,19.0,63.0,24.0,52.0,42.0,556.0,502.0,26.0,108.0,25.0,11.0,2398,135,34.0,9.0,10,33,6.0,1056,47.0,15.0,6,16.0,119.0,36,19
158,38.0,298,600,622,4,18.0,605,28,17,8,24.0,35.0,11,24,21.0,30.0,16.0,69,143,53,6,18,75.0,46.0,6677.0,1062,12,24,572.0,180.0,13,95.0,1555,271,93.0,3,74,10,13.0,293,25,26.0,60.0,17.0,69.0,36.0,654.0,449.0,13.0,96.0,17.0,8.0,909,113,35.0,7.0,15,30,2.0,1223,65.0,10.0,4,6.0,188.0,38,30
159,15.0,255,610,681,1,13.0,507,25,23,9,10.0,20.0,19,42,14.0,23.0,22.0,79,141,13,3,15,87.0,61.0,5980.0,1145,19,17,551.0,147.0,15,131.0,1464,209,48.0,2,69,13,22.0,262,23,18.0,53.0,21.0,80.0,28.0,604.0,489.0,18.0,109.0,13.0,10.0,724,96,29.0,2.0,19,34,7.0,1008,84.0,4.0,8,6.0,163.0,26,20
160,16.0,285,454,632,5,14.0,548,31,19,3,22.0,25.0,18,35,14.0,18.0,45.0,67,95,24,6,26,86.0,264.0,5901.0,1251,14,17,358.0,136.0,16,97.0,958,152,34.0,8,54,18,15.0,267,26,15.0,54.0,15.0,58.0,25.0,623.0,745.0,16.0,99.0,12.0,6.0,672,92,33.0,5.0,12,23,8.0,994,63.0,9.0,7,7.0,168.0,36,30
161,25.0,350,314,542,2,11.0,491,34,20,7,14.0,28.0,12,30,25.0,11.0,23.0,61,87,10,4,19,100.0,164.0,6677.0,1276,19,15,318.0,181.0,11,69.0,1177,157,51.0,6,71,13,18.0,228,21,8.0,41.0,24.0,72.0,23.0,814.0,821.0,26.0,75.0,26.0,15.0,728,103,30.0,7.0,25,26,6.0,1225,70.0,20.0,8,6.0,154.0,39,19
162,16.0,234,236,589,6,16.0,479,32,21,22,14.0,36.0,21,34,17.0,17.0,26.0,90,98,20,7,15,90.0,118.0,7326.0,1359,18,12,258.0,146.0,16,62.0,1306,147,40.0,9,79,14,13.0,219,27,29.0,42.0,11.0,56.0,36.0,623.0,498.0,14.0,110.0,30.0,9.0,727,99,23.0,17.0,23,15,1.0,1220,78.0,31.0,7,6.0,129.0,28,19
163,9.0,250,273,653,1,21.0,414,26,18,17,15.0,37.0,27,37,30.0,30.0,13.0,59,100,18,5,27,124.0,75.0,7084.0,1813,11,18,265.0,151.0,13,83.0,1321,106,51.0,10,83,14,21.0,201,20,16.0,39.0,10.0,59.0,30.0,605.0,464.0,8.0,79.0,17.0,8.0,693,112,32.0,5.0,31,14,5.0,1049,53.0,25.0,13,10.0,132.0,39,14
164,13.0,277,340,544,2,20.0,406,21,13,10,16.0,35.0,24,29,21.0,30.0,11.0,75,138,15,11,20,84.0,47.0,7695.0,2105,19,14,229.0,132.0,13,78.0,1165,142,46.0,9,67,12,16.0,178,32,9.0,59.0,25.0,92.0,44.0,758.0,456.0,29.0,509.0,20.0,8.0,659,131,27.0,12.0,22,27,1.0,1037,83.0,14.0,12,4.0,128.0,25,18
165,13.0,294,375,690,2,22.0,477,33,18,11,15.0,44.0,21,44,25.0,26.0,11.0,70,117,19,5,20,89.0,52.0,7366.0,1351,15,11,296.0,152.0,13,69.0,1197,155,43.0,7,66,18,16.0,206,22,18.0,49.0,35.0,133.0,25.0,759.0,450.0,20.0,303.0,17.0,9.0,554,104,24.0,4.0,18,22,12.0,1360,58.0,13.0,17,5.0,130.0,29,10
166,14.0,211,383,578,3,16.0,476,37,18,5,16.0,210.0,24,41,18.0,19.0,10.0,64,93,23,4,14,97.0,36.0,6307.0,1155,14,17,271.0,136.0,17,67.0,1261,151,54.0,6,66,12,13.0,171,19,21.0,44.0,50.0,91.0,40.0,3523.0,386.0,12.0,178.0,14.0,7.0,587,104,22.0,7.0,11,22,9.0,1071,68.0,5.0,13,10.0,128.0,44,24
167,7.0,244,361,486,4,26.0,432,48,14,13,21.0,233.0,15,33,20.0,24.0,23.0,68,99,13,8,18,83.0,26.0,5421.0,1537,13,13,170.0,134.0,11,75.0,864,159,30.0,4,60,11,15.0,178,24,12.0,53.0,18.0,94.0,50.0,2232.0,420.0,13.0,114.0,14.0,15.0,535,69,32.0,5.0,22,22,7.0,1038,70.0,18.0,11,6.0,164.0,25,20
168,11.0,282,359,410,4,14.0,492,120,9,25,25.0,127.0,7,47,45.0,23.0,15.0,79,90,26,4,13,101.0,48.0,5840.0,2212,16,16,177.0,141.0,14,79.0,1305,140,43.0,9,73,10,21.0,175,29,16.0,47.0,13.0,74.0,22.0,1410.0,435.0,12.0,83.0,14.0,8.0,546,86,22.0,9.0,15,34,7.0,1145,68.0,14.0,5,10.0,197.0,38,22
169,5.0,229,296,519,7,22.0,387,54,19,14,24.0,94.0,12,31,26.0,24.0,13.0,165,90,26,5,16,108.0,39.0,7184.0,2207,13,13,175.0,215.0,22,65.0,1674,111,25.0,8,65,18,12.0,179,19,26.0,74.0,19.0,68.0,32.0,1096.0,465.0,18.0,384.0,14.0,5.0,615,114,22.0,4.0,16,10,4.0,1100,79.0,31.0,5,4.0,187.0,27,17
170,5.0,235,315,606,8,13.0,332,30,5,17,13.0,112.0,13,34,31.0,25.0,11.0,128,110,15,11,17,103.0,20.0,8051.0,1649,18,15,155.0,211.0,13,103.0,1891,155,30.0,3,88,18,16.0,157,49,13.0,122.0,15.0,86.0,37.0,1009.0,459.0,12.0,3236.0,12.0,15.0,586,105,17.0,3.0,13,10,1.0,1114,50.0,22.0,4,11.0,152.0,48,34
171,12.0,273,277,557,5,12.0,326,35,17,14,18.0,100.0,17,50,12.0,22.0,16.0,105,87,16,12,19,141.0,35.0,8814.0,1491,15,18,159.0,274.0,12,105.0,1611,147,41.0,4,89,17,16.0,186,42,27.0,100.0,24.0,59.0,30.0,989.0,474.0,20.0,2646.0,17.0,6.0,486,143,19.0,3.0,10,30,2.0,1251,55.0,15.0,8,4.0,132.0,48,16
172,4.0,202,392,621,5,12.0,470,33,13,15,12.0,56.0,18,90,18.0,24.0,15.0,92,72,14,5,14,106.0,28.0,11580.0,1265,17,9,130.0,172.0,17,80.0,1310,149,29.0,4,76,13,22.0,211,44,15.0,84.0,34.0,86.0,29.0,1266.0,559.0,15.0,1959.0,7.0,13.0,494,106,22.0,4.0,13,20,4.0,1272,76.0,5.0,4,8.0,139.0,38,19
173,14.0,238,466,544,5,24.0,481,48,21,9,20.0,50.0,12,57,18.0,14.0,10.0,102,90,22,2,15,116.0,26.0,12451.0,1341,18,18,111.0,124.0,10,74.0,1136,176,57.0,15,62,10,21.0,174,37,20.0,41.0,23.0,57.0,29.0,982.0,606.0,16.0,1300.0,7.0,10.0,501,79,21.0,5.0,19,14,3.0,1136,69.0,8.0,3,5.0,142.0,30,18
174,7.0,219,511,442,2,18.0,472,41,29,13,9.0,31.0,19,27,24.0,27.0,16.0,103,87,12,7,19,129.0,32.0,9989.0,1441,17,16,63.0,114.0,16,84.0,940,146,53.0,6,63,13,16.0,224,43,19.0,55.0,28.0,60.0,44.0,904.0,588.0,21.0,936.0,10.0,8.0,458,72,27.0,6.0,12,13,1.0,967,94.0,10.0,4,4.0,155.0,38,22
175,7.0,220,349,432,3,16.0,426,44,17,9,31.0,42.0,17,28,15.0,24.0,15.0,168,78,13,8,18,87.0,32.0,9892.0,1515,21,13,76.0,107.0,15,75.0,1520,104,43.0,6,75,16,17.0,178,32,26.0,89.0,15.0,49.0,34.0,960.0,519.0,42.0,667.0,12.0,10.0,496,67,25.0,8.0,17,28,1.0,1181,57.0,12.0,7,9.0,142.0,36,27
176,15.0,227,433,479,4,15.0,378,30,15,15,34.0,113.0,16,26,15.0,23.0,10.0,236,71,27,8,18,137.0,39.0,9917.0,1534,14,14,78.0,131.0,14,86.0,1412,110,39.0,10,55,17,16.0,180,29,19.0,70.0,27.0,81.0,17.0,677.0,502.0,18.0,644.0,9.0,25.0,507,93,19.0,10.0,29,20,4.0,1255,54.0,13.0,3,5.0,146.0,35,19
177,15.0,240,320,559,2,20.0,329,20,16,14,28.0,121.0,22,30,24.0,19.0,20.0,214,86,31,1,14,113.0,49.0,8403.0,1433,15,10,132.0,186.0,11,77.0,1198,142,28.0,14,75,13,17.0,200,43,23.0,84.0,12.0,43.0,39.0,596.0,494.0,15.0,365.0,13.0,19.0,514,236,23.0,11.0,12,13,4.0,1035,49.0,16.0,2,6.0,130.0,26,24
178,8.0,243,339,512,4,15.0,364,23,10,7,17.0,75.0,20,41,24.0,19.0,6.0,159,74,16,5,17,104.0,34.0,7038.0,1366,18,11,187.0,135.0,11,90.0,1083,104,49.0,3,80,13,19.0,199,33,22.0,58.0,16.0,52.0,29.0,559.0,558.0,13.0,347.0,5.0,13.0,1053,228,22.0,9.0,27,23,3.0,1079,77.0,14.0,4,6.0,117.0,33,23
179,6.0,218,308,590,2,18.0,410,23,21,11,23.0,55.0,12,37,13.0,18.0,15.0,145,73,23,9,25,99.0,31.0,6747.0,1194,15,18,105.0,123.0,16,94.0,1238,149,59.0,8,54,12,17.0,223,24,23.0,63.0,30.0,53.0,43.0,624.0,540.0,24.0,300.0,13.0,9.0,802,195,35.0,5.0,16,13,2.0,1086,48.0,11.0,5,4.0,155.0,30,25
180,22.0,188,354,551,1,16.0,433,38,19,10,28.0,41.0,23,28,17.0,17.0,13.0,114,94,15,8,22,81.0,28.0,7981.0,1157,13,16,94.0,151.0,14,91.0,1278,127,45.0,7,60,12,11.0,283,32,33.0,314.0,17.0,77.0,32.0,602.0,447.0,19.0,236.0,17.0,11.0,483,140,13.0,9.0,14,23,6.0,1047,79.0,8.0,7,7.0,198.0,23,24
181,15.0,347,340,408,1,22.0,383,23,13,4,21.0,27.0,12,31,17.0,26.0,8.0,117,104,7,4,23,74.0,29.0,6396.0,1339,14,17,67.0,144.0,13,86.0,1303,152,40.0,9,63,10,22.0,208,23,20.0,210.0,17.0,65.0,40.0,752.0,498.0,9.0,282.0,5.0,8.0,448,85,30.0,3.0,18,14,5.0,933,62.0,12.0,10,3.0,186.0,50,26
182,7.0,422,362,453,6,11.0,414,39,12,13,30.0,26.0,22,27,14.0,19.0,12.0,112,86,15,7,17,80.0,28.0,8180.0,1385,10,14,62.0,103.0,13,90.0,1623,109,53.0,4,58,12,12.0,298,27,38.0,277.0,20.0,62.0,41.0,1179.0,543.0,12.0,195.0,39.0,11.0,400,90,22.0,6.0,12,19,0.0,1130,50.0,14.0,4,9.0,800.0,24,30
183,9.0,434,305,495,3,25.0,331,30,15,15,16.0,45.0,20,33,20.0,23.0,43.0,103,94,19,5,16,91.0,26.0,7620.0,1484,17,14,64.0,83.0,14,152.0,2038,142,47.0,5,46,10,15.0,248,29,21.0,285.0,14.0,55.0,19.0,777.0,503.0,16.0,171.0,14.0,14.0,363,97,20.0,4.0,20,20,1.0,2185,76.0,11.0,9,8.0,522.0,36,30
184,12.0,437,254,460,5,31.0,347,30,10,11,24.0,45.0,14,41,30.0,18.0,28.0,89,138,21,7,18,49.0,23.0,9701.0,1883,17,18,63.0,107.0,10,144.0,2153,122,48.0,4,55,13,16.0,204,21,17.0,177.0,14.0,69.0,45.0,619.0,521.0,20.0,141.0,10.0,11.0,518,116,22.0,7.0,21,26,4.0,1301,60.0,9.0,12,5.0,271.0,212,22
185,6.0,310,271,553,3,18.0,294,24,19,9,23.0,30.0,12,32,17.0,17.0,47.0,116,76,21,8,14,67.0,27.0,11705.0,1577,9,23,99.0,100.0,9,96.0,2339,122,46.0,6,62,13,11.0,950,22,18.0,81.0,23.0,43.0,49.0,597.0,537.0,10.0,208.0,11.0,10.0,502,97,23.0,7.0,11,46,4.0,1127,59.0,11.0,6,6.0,567.0,61,35
186,5.0,246,396,527,3,35.0,379,23,14,8,27.0,43.0,18,36,23.0,19.0,26.0,101,56,15,3,18,55.0,20.0,10409.0,1664,9,14,88.0,103.0,13,84.0,1991,112,57.0,7,49,19,17.0,359,24,14.0,106.0,21.0,47.0,23.0,531.0,516.0,13.0,142.0,9.0,9.0,464,103,29.0,4.0,16,31,3.0,1134,73.0,14.0,5,8.0,315.0,32,27
187,5.0,245,303,552,2,43.0,483,38,14,10,22.0,24.0,15,43,36.0,26.0,26.0,72,83,15,5,22,60.0,232.0,6684.0,1332,9,18,76.0,121.0,11,74.0,1979,165,53.0,6,60,14,13.0,225,32,12.0,76.0,20.0,47.0,38.0,612.0,492.0,9.0,148.0,4.0,16.0,510,100,23.0,5.0,19,31,9.0,1059,84.0,8.0,8,12.0,310.0,40,14
188,10.0,259,246,502,6,60.0,446,27,14,5,21.0,34.0,21,24,11.0,25.0,24.0,75,102,14,3,13,58.0,94.0,5670.0,1670,18,16,62.0,193.0,19,79.0,1703,122,36.0,11,45,22,16.0,186,25,20.0,73.0,26.0,63.0,15.0,691.0,586.0,14.0,154.0,9.0,11.0,485,84,16.0,5.0,17,17,7.0,920,58.0,13.0,5,6.0,224.0,43,13
189,14.0,275,287,451,2,35.0,500,38,20,10,25.0,26.0,24,29,18.0,28.0,12.0,85,87,11,3,10,74.0,69.0,5505.0,1629,18,15,54.0,139.0,11,75.0,1824,150,34.0,2,49,13,16.0,200,21,11.0,84.0,11.0,53.0,21.0,576.0,670.0,8.0,118.0,11.0,9.0,612,113,19.0,6.0,23,15,11.0,3865,81.0,13.0,7,2.0,171.0,32,27
190,12.0,255,270,501,3,17.0,380,23,17,11,27.0,32.0,19,32,27.0,22.0,17.0,85,211,13,5,9,83.0,65.0,5808.0,1587,18,18,61.0,167.0,12,57.0,1387,123,34.0,4,55,13,15.0,187,24,13.0,90.0,14.0,51.0,27.0,577.0,639.0,9.0,114.0,5.0,9.0,598,124,14.0,4.0,23,9,8.0,2376,88.0,18.0,7,9.0,274.0,28,26
191,3.0,201,195,633,8,19.0,273,25,13,17,16.0,20.0,16,22,23.0,12.0,12.0,78,841,13,8,15,86.0,41.0,5886.0,1419,21,17,77.0,408.0,9,57.0,1369,125,44.0,4,62,17,21.0,203,22,12.0,92.0,19.0,62.0,36.0,523.0,604.0,14.0,91.0,3.0,8.0,746,103,28.0,4.0,13,25,8.0,1758,61.0,13.0,7,7.0,219.0,18,29
192,13.0,250,199,579,3,20.0,293,31,16,6,18.0,23.0,31,40,14.0,24.0,11.0,75,147,15,3,14,76.0,33.0,5324.0,1416,18,13,77.0,124.0,10,78.0,1324,107,48.0,6,60,14,17.0,156,22,29.0,223.0,13.0,71.0,28.0,492.0,939.0,14.0,113.0,6.0,8.0,898,140,20.0,4.0,11,22,11.0,1333,52.0,17.0,7,6.0,197.0,13,18
193,6.0,234,230,555,2,13.0,429,40,18,16,20.0,35.0,23,31,20.0,15.0,9.0,80,114,19,1,23,83.0,35.0,5554.0,1339,20,11,72.0,208.0,10,85.0,1247,103,35.0,10,64,19,18.0,199,20,17.0,353.0,22.0,43.0,28.0,577.0,642.0,18.0,109.0,6.0,8.0,673,105,23.0,2.0,18,23,4.0,1286,75.0,10.0,8,7.0,166.0,20,32
194,9.0,199,439,580,5,11.0,368,46,16,9,25.0,31.0,13,32,14.0,28.0,10.0,78,112,17,5,14,88.0,49.0,5352.0,1059,18,16,60.0,149.0,9,58.0,7111,193,26.0,6,51,17,20.0,164,21,27.0,152.0,11.0,46.0,51.0,517.0,688.0,12.0,109.0,9.0,14.0,656,79,17.0,5.0,9,22,2.0,1156,77.0,12.0,7,8.0,168.0,31,22
195,11.0,219,427,536,2,18.0,784,44,18,11,22.0,28.0,23,30,15.0,23.0,9.0,57,118,17,7,36,66.0,62.0,4856.0,1321,19,16,84.0,213.0,15,80.0,6386,148,38.0,6,54,14,20.0,188,22,15.0,100.0,11.0,49.0,40.0,509.0,1610.0,13.0,112.0,11.0,11.0,518,78,15.0,10.0,26,25,2.0,1072,74.0,10.0,7,10.0,165.0,102,17
196,14.0,227,381,495,2,12.0,533,41,14,7,41.0,30.0,19,26,12.0,23.0,9.0,52,146,16,5,22,66.0,49.0,5392.0,1420,29,26,105.0,457.0,12,59.0,3652,154,37.0,5,66,11,21.0,200,29,16.0,112.0,15.0,68.0,10.0,450.0,1129.0,15.0,112.0,8.0,10.0,617,83,12.0,5.0,55,27,13.0,1104,85.0,14.0,9,6.0,164.0,64,10
197,13.0,253,263,562,3,14.0,404,179,11,16,30.0,29.0,17,28,19.0,24.0,10.0,51,160,16,4,24,80.0,57.0,24381.0,3113,21,22,90.0,374.0,13,64.0,3223,133,27.0,3,40,12,14.0,209,17,13.0,187.0,13.0,49.0,22.0,432.0,739.0,17.0,123.0,8.0,7.0,709,86,19.0,5.0,18,29,6.0,1197,109.0,15.0,8,6.0,145.0,27,25
198,12.0,200,217,623,4,17.0,316,69,18,9,25.0,34.0,14,34,17.0,19.0,4.0,83,129,13,6,23,85.0,35.0,7517.0,2350,27,15,76.0,289.0,9,68.0,3030,107,45.0,2,51,18,14.0,158,34,13.0,129.0,15.0,44.0,18.0,424.0,508.0,12.0,439.0,10.0,1.0,814,117,20.0,3.0,19,19,6.0,1001,89.0,5.0,16,9.0,129.0,28,15
199,14.0,214,244,642,4,17.0,408,22,13,7,52.0,14.0,25,50,24.0,26.0,10.0,62,106,16,3,15,99.0,25.0,6187.0,1942,13,16,68.0,278.0,12,72.0,3319,100,32.0,6,48,14,13.0,140,29,11.0,95.0,22.0,62.0,24.0,463.0,772.0,19.0,322.0,7.0,4.0,631,113,32.0,5.0,12,20,6.0,1061,60.0,25.0,6,9.0,155.0,26,14
200,7.0,194,299,520,5,24.0,431,33,18,10,28.0,39.0,17,39,15.0,12.0,11.0,63,101,20,6,25,67.0,26.0,5624.0,1520,13,13,270.0,304.0,10,59.0,2180,100,42.0,5,54,16,20.0,166,25,16.0,77.0,20.0,51.0,23.0,391.0,711.0,8.0,254.0,13.0,8.0,1001,100,17.0,7.0,16,19,3.0,995,85.0,8.0,9,12.0,127.0,29,26
201,9.0,238,312,20072,4,25.0,470,31,13,8,46.0,30.0,13,28,12.0,24.0,6.0,67,118,27,9,18,62.0,49.0,5710.0,1124,20,18,169.0,385.0,7,63.0,1887,104,38.0,7,61,13,14.0,286,23,14.0,64.0,15.0,52.0,20.0,527.0,625.0,15.0,186.0,14.0,5.0,842,97,23.0,7.0,19,17,4.0,955,62.0,10.0,5,11.0,779.0,24,10
202,3.0,235,344,11456,4,11.0,559,48,11,7,33.0,20.0,7,27,25.0,27.0,14.0,59,104,9,6,14,66.0,18.0,4747.0,1303,15,16,54.0,280.0,12,104.0,1604,129,25.0,5,64,15,23.0,283,22,26.0,97.0,18.0,69.0,17.0,443.0,565.0,14.0,190.0,8.0,9.0,592,63,25.0,2.0,19,36,4.0,983,67.0,9.0,5,12.0,199.0,29,14
203,16.0,228,300,6392,2,32.0,481,40,27,8,29.0,24.0,11,29,19.0,22.0,13.0,70,91,39,3,10,95.0,20.0,5646.0,1586,17,10,69.0,259.0,11,96.0,1459,115,41.0,6,61,14,18.0,347,23,22.0,171.0,20.0,57.0,17.0,442.0,552.0,21.0,121.0,3.0,7.0,646,94,28.0,4.0,14,25,28.0,1038,64.0,9.0,3,39.0,157.0,23,19
